 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTE: This link is updated weekly. If you download a copy, you will not have the updated version. Bookmark the link instead.

Foreign Nationals UW guidelines added to the very last row of the sheet, MOO GULE removed (discontinued product)",AIG Guaranteed Issue ,"AIG (SIWL)
",American Amicable Senior Choice Immediate,American Amicable Senior Choice Graded,American Amicable Senior Choice Return of Premium,"American Amicable (Family Choice)
","American Amicable (Family Protector Family Plan)
","American Amicable (Senior Choice)
",American Home Life,"American Home Life (GuideStar 0-44)
","American Home Life (GuideStar 45+)
","American Home Life (Patriot Series)
",Baltimore Life,"Cica Life (Superior Choice)
",CFG,Columbian Financial Group Dignified Choice Elite,Columbian Financial Group Dignified Choice Select,Columbian Financial Group Dignified Choice Advantage,"Foresters (Plan Right)
",Foresters Plan Right Preferred,Foresters Plan Right Standard,Foresters Plan Right Basic,Foresters Advantage Plus II,"Great Western
","Guarantee Trust Life (Life Select)
",Lafayette Life,"Liberty Bankers  (Simple Preferred, Standard, or Modified)","Lincoln Heritage
",Lumico,"Mutual of Omaha (Children's Whole Life)
","Mutual of Omaha (Living Promise)
",Mutual of Omaha Living Promise Level,Mutual of Omaha Living Promise Graded,NATIONAL LIFE GROUP ELITE (Non-Smokers only),NATIONAL LIFE GROUP  PREFERRED (Smokers Allowed),NATIONAL LIFE GROUP SELECT (Non-Smokers Only),NATIONAL LIFE GROUP STANDARD (Smokers allowed),Quility Secure Future Preferred,Royal Neighbors Level,Royal Neighbors Graded,"Royal Neighbors (Ensured Legacy FEX)
","Royal Arcanum (SIWL)
","SBLI (Living Legacy)
","Senior Life (Platinum Protection)
",TransAmerica Easy Solution ,TransAmerica Immediate  Solution Preferred,TransAmerica Immediate Solution Standard,Transamerica (FEX Solutions),,Aetna ACCENDO PREFERRED,Aetna ACCENDO STANDARD,Aetna ACCENDO MODIFIED,"Aflac (Final Expense)
",American Continental,GPM,Prosperity New Vista Level,Prosperity New Vista Graded,Prosperity New Vista Modified,"Prosperity (PrimeTerm to 100)
","Prosperity (Vista Premier)
","Lifeshield
","Oxford
","Security National (Loyalty Plan)
",Sentinel,"Trinity Life
",TruStage,,,,,"Americo
",Americo Eagle Premier
Asthma (Severe),Y,NA,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Decline,,NA,NA,NA,,NA,NA,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,NA,NA,NA,NA,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,NA,NA,NA,NA,NA,NA,NA,NA,,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,,,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,,,,,,,,,,,,,,Application and Underwiting Guidelines Do Not Specify
Atrial Fibrillation (AFIB),Y,"If ""Is the prospect taking any anti-coagulant (""blood thinner"") medication(s) to control this condition if yes, please enter the name(s) of the medications into the toolkit, if known.?"" answered ""No"" , SimpliNow Legacy. If diagnosed within 2 years, SimpliNow Legacy
",Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,"If treated within 3 years, ROP
","If treated within 3 years, ROP
","Immediate
",LEVEL,Level,Level,Preferred,Standard,Standard,"Select
",Decline,Y,Y,Preferred,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Decline,"If treated within 2 years, Graded
",Graded,"If treated within 2 years, Graded
",Standard,"If treated within 2 years, Modified
","If treated within 2 years, Standard (Graded)
",Decline,"If treated within 2 years, Graded. If diagnosed within 1 year, Decline
",Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Y (DEPENDS ON FREQUENCY AND CAUSE),Y (DEPENDS ON FREQUENCY AND CAUSE),Y (DEPENDS ON FREQUENCY AND CAUSE),Y (DEPENDS ON FREQUENCY AND CAUSE),NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"Preferred
","If treated within 2 years, Decline
","Preferred
","Platinum Protection
",Y,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREAMENT,Y,"Preferred
",,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Preferred,Application and underwriting guide does not specify,"If treated within 2 years, Graded
",Level,Application and underwriting guide does not specify,Application and underwriting guide does not specify,"PrimeTerm to 100
",Level,Level,Level,"If treated within 2 years, Modified
","If treated within 5 years, New Vantage II (Graded)
",Level,"If diagnosed within 2 years, Modified
",,,,,"If treated within 1 year, Decline
",Decline
Autism,NA,NA,,,,,,NA,LEVEL IF HIGH FUNCTIONING/DECLINE IF SEVERE ,,,NA,NA,NA,,NA,NA,NA,NA,,,,NA,,GTL,NA,PREFERRED LEVEL,,NA,NA,NA,,,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
"Autism (High Functioning)
",NA,"SimpliNow Legacy Max
",,,,Immediate,Immediate,Immediate,,Level,Level,Preferred,Standard,Standard,Elite,NA,NA,NA,Preferred,,,,NA,Level,Graded,Level,Preferred,Level,Level,Decline,Level,,,NA,NA,NA,NA,NA,,,Preferred,"Decline
","Preferred
","Platinum Protection
",,,,"If younger than 17, Decline
",,,,,"Preferred
",,"If treated within 2 years, Graded
",Level,,,"PrimeTerm to 100
",Level,Level,Level,Preferred,"New Vantage I (Level)
",Decline,Level,,,,,Level,
Bedridden,NA,"If currently, Decline
",,,,"If within 1 year, Decline
","If within 1 year, Decline
","If currently, Decline
",GUARANTEE ISSUE,"If within 1 year, Decline
","If currently, Decline
","If currently, Decline
","If currently, Decline
","If currently, Guaranteed
","If currently, Decline
",NA,NA,NA,"If currently, Decline
",,,,NA,"If currently, Guaranteed Issue
","If currently, Decline
",Level,"If within 1 year, Decline
","If currently, Decline
","If currently, Decline
","If within 3 years, Decline
","If currently, Decline
",,,NA,NA,NA,NA,NA,,,"If currently, Guaranteed Issue
","If currently, Decline
","If within 6 months, Decline
","If currently, Decline
",,,,"If currently, Decline
",,,,,"If currently, Decline
",,"If currently, Decline
","If currently, Decline
",,,"If within 2 years, Decline
","If currently, Decline
","If currently, Decline
","If currently, Decline
","If within 1 month, Decline. If between 1 month and 2 years ago, Modified
","If currently, Decline
","If within 6 months, Decline
","If currently, Decline
",,,,,"If within 6 months, Decline
",
Bipolar,Y,"If treated within 4 years, SimpliNow Legacy
",Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Decline,"Decline
",Immediate,PREFERRED LEVEL ,"Decline
",Level,Preferred,Standard,Guarantee,Elite,NA,NA,NA,Preferred,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,N,Level,Graded,Level,Preferred,Level,"If ""Requiring inpatient treatment within the past 2 years?"" answered ""Yes"" , Standard (Graded)
","If treated within 3 years, Decline
","If treated within 4 years, Graded
",IF > 4 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,Y IF NO MEDICATION WITHIN THE LAST 5 YEARS,Y IF NO MEDICATION WITHIN THE LAST 5 YEARS,Y IF NO MEDICATION WITHIN THE LAST 5 YEARS,NA,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"If diagnosed within 1 year, Graded. If diagnosed between 1 and 10 years ago, Standard
","If treated within 2 years, Decline
","If treated within 2 years, Standard
","If treated within 5 years, Decline
",Y IF > AGE 18 (Call UW if client has a history of alcohol/drug abuse),Decline,Y IF > AGE 18 (Call UW if client has a history of alcohol/drug abuse),"If younger than 17, Decline
",,Application and underwriting guide does not specify,Application and underwriting guide does not specify,Application and underwriting guide does not specify,"Preferred
",Application and underwriting guide does not specify,"If treated within 2 years, Graded
",Graded,Y,Y,"PrimeTerm to 100
",Graded,Level,"If treated within 3 years, Decline
",Preferred,"If treated within 2 years, New Vantage III (Modified)
",Level,"If ""If the prospect takes any medications for this condition, have the medications or related dosages changed at all in the past 3 years?"" answered ""Yes"" , Modified. If diagnosed within 3 years, Modified
",,,,,Level,Application and Underwiting Guidelines Do Not Specify
Blood Clots,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blood Disorders- Polycythemia, Thrombocytopenia, Hemophilia, Coagulation Disorders",,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone Marrow Transplant,,,,,,,,,,,,Decline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronchitis (Chronic),Y,"If treated within 2 years, SimpliNow Legacy. If paired with tobacco, Decline
",Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,"If treated within 3 years, ROP
","If treated within 3 years, ROP
","If treated within 2 years, ROP. If treated between 2 and 3 years ago, Graded
",STANDARD IF CHRONIC,"If diagnosed within 3 years, Graded
","If treated within 2 years, Graded
","If ""Does the proposed insured use a nebulizer to take any inhaled medication?"" answered ""Yes"" , Decline
","If treated within 2 years, Decline. If treated between 2 and 3 years ago, Special. If paired with tobacco, Decline
",Standard,"Advantage Graded
",Decline,Decline,Y,Standard,Decline,Y,Y,Decline,"If treated within 2 years, Graded
",Graded,"If treated within 2 years, Graded
","If treated within 2 years, Standard. If paired with tobacco, Modified
","If treated within 2 years, Modified
","If treated within 1 year, Modified
","If treated within 3 years, Decline
",Graded,Decline,Y,Decline,Decline,Decline,Decline,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"If paired with tobacco, Graded
","If treated within 2 years, Decline
","If treated within 5 years, Standard
","If treated within 5 years, Decline
",Y,Decline,Y,Standard,,Decline,Y,Y,"If ""Does the proposed insured use a nebulizer to take any inhaled medication?"" answered ""Yes"" , Decline
",Decline,"If treated within 2 years, Graded
",Graded,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"PrimeTerm to 100
",Graded,"If treated within 2 years, Graded. If paired with tobacco, Decline
","If treated within 3 years, Decline
","If paired with tobacco, Modified
","New Vantage III (Modified). If treated within 5 years, New Vantage II (Graded). If paired with tobacco, New Vantage III (Modified)
",Graded,"If ""Does the proposed insured use a nebulizer to take any inhaled medication?"" answered ""Yes"" , Modified. If ""If the prospect takes any inhalers for this condition, have the medications or related dosages changed at all in the past 3 years?"" answered ""Yes"" , Modified. If diagnosed within 3 years, Modified
",,,,,Decline,Decline
Bypass Surgery,Y,NA,Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,,,NA,"WITHIN 1 YEAR IS MODIFIED. 12-24 MONTHS IS STANDARD. OVER 2
YEARS IS LEVEL",,,NA,NA,NA,,Decline,Y IF > 2 YEARS,Y,NA,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Y,Decline,,N/A,NA,OVER 2 YEARS PREFERRED/WITHIN 2 YEARS MODIFIED,,NA,NA,NA,Y IF > 2 YEARS,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Decline,Decline,"Y, DEPENDS ON AGE /SEVERITY, CONTACT UW FOR MORE INFORMATION","Y, DEPENDS ON AGE /SEVERITY, CONTACT UW FOR MORE INFORMATION",NA,Y IF > 2 YEARS,Y,NA,,NA,NA,NA,NA,NA,NA,,Y IF > 2 YEARS ,Y IF > 1 YEAR ,Y,,Y IF > 2 YEARS ,,,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,,,,,,,,,,,,,,Y IF > 1 YEAR
"Bypass Surgery (Coronary Artery)
",NA,"If performed within 2 years, SimpliNow Legacy
",,,,Decline,Decline,"If performed within 2 years, ROP. If performed between 2 and 3 years ago, Graded
",,Decline,"If performed within 2 years, Graded
","If performed within 1 year, Modified. If performed between 1 and 2 years ago, Standard
","If performed within 2 years, Decline. If performed between 2 and 3 years ago, Special
",Standard,"If performed within 2 years, Advantage Graded
",NA,NA,NA,"If performed within 1 year, Basic. If performed between 1 and 2 years ago, Standard
",,,,NA,"If performed within 2 years, Graded
",Graded,"If performed within 2 years, Graded
","If performed within 2 years, Modified
","If performed within 2 years, Modified
","If performed within 1 year, Modified. If performed between 1 and 2 years ago, Standard (Graded)
",Decline,"If performed within 1 year, Decline. If performed between 1 and 2 years ago, Graded
",,,NA,NA,NA,NA,NA,,,"If performed within 2 years, Graded. If performed between 2 and 10 years ago, Standard
","If performed within 2 years, Decline
","If performed within 2 years, Modified
","If performed within 5 years, Decline
",,,,"If younger than 17, Decline
",,,,,"If performed within 1 year, Modified. If performed between 1 and 2 years ago, Standard
",,"If performed within 2 years, Graded
","If performed within 2 years, Modified
",,,"If performed within 2 years, Decline
","If performed within 2 years, Modified
","If performed within 1 year, Decline. If performed between 1 and 2 years ago, Graded
","If performed within 3 years, Decline
","If performed within 2 years, Modified
","If performed within 2 years, New Vantage III (Modified). If performed between 2 and 5 years ago, New Vantage II (Graded)
","If performed within 1 year, Decline. If performed between 1 and 2 years ago, Graded
","If performed within 2 years, Modified
",,,,,"If performed within 1 year, Decline
",
"Bypass Surgery (Gastric)
",NA,"SimpliNow Legacy Max
",,,,Immediate,Immediate,Immediate,,"If performed within 1 year, Graded
",Level,Preferred,Standard,Standard,Elite,NA,NA,NA,Preferred,,,,NA,Level,Graded,Level,Preferred,Level,Level,Approved,Level,,,NA,NA,NA,NA,NA,,,Preferred,Level,Preferred,"Platinum Protection
",,,,Preferred,,,,,Preferred,,Level,"If performed within 1 month, Decline
",,,"PrimeTerm to 100
","If performed within 1 month, Decline
",Level,Level,"If performed within 1 month, Decline
","If performed within 3 months, Decline
","If performed within 6 months, Decline
",Level,,,,,Level,
Cancer ( Recurring or more than one type of cancer),Y,"Metastatic or Recurrent Cancer of the same
type (Stage III or Stage IV cancer),  Decline",Decline,Decline,Decline,,,Return of Premium,"DECLINE WITHIN 2 YEARS. LEVEL IF OVER 2 YEARS/METASTATIC IS
FINE, IF EVER MORE THAN ONE OCCURRENCE DECLINE",,,Decline,NA,NA,,Decline,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Decline,NA,Decline,Decline,Decline,Decline,,OVER 2 YEARS GRADED/WITHIN 2 YEARS DECLINE,NA,"""If """"Has the prospect ever had cancer more than once?"""" answered """"Yes"""" , Decline",,NA,NA,NA,Decline,Decline,Decline,Decline,Decline,Decline,NA,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS,NA,,NA,NA,NA,NA,NA,NA,,Decline,Decline,Decline,,Decline,,,Decline,Decline,,,,,,,,,,,,,,Decline
Cancer (Active- Except basal skin cancer),Y,"If ""Did the cancer progress to a stage beyond stage 1?"" answered ""Yes"" , SimpliNow Legacy Max. If ""Has the prospect ever had recurrent cancer (excluding basal cell skin cancer) of the same type?"" answered ""Yes"" , Decline. If ""Has the prospect ever had metastatic cancer?"" answered ""Yes"" , Decline. If ""Is the cancer breast, cervical, colon, endometrial, kidney/ureter, melanoma, prostate, testicular, or thyroid?"" answered ""Yes"" , SimpliNow Legacy
",Decline,Decline,Decline,Decline,Decline,Decline,GUARANTEE ISSUE,Decline,Decline,Decline,Decline,Guaranteed,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,"Guaranteed Issue
",NA,Graded,"WITHIN 2 YEARS - MODIFIED,","Modified
","Modified
",Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,NA,Decline,Decline,"Guaranteed Issue
",Decline,Decline,Decline,Decline,Decline,Decline,Decline,,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,"If diagnosed within 2 years, Decline
",Decline,Decline,Decline,Decline,"New Vantage III (Modified)
",Decline,Decline,,,,,Decline,Decline
"Cancer (One type, non recurring, Except Basal Skin Cancer)",Y,Case by Case (see coment for more details),Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,,,"Within the past 2 years, Return of Premium; Within the past 3 years, Graded ",,,,Medically diagnosed or treated within 24+ months (and cured) -Preferred,NA,NA,,Y IF > 5 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,"If diagnosis or  
treatment within 3  years – Basic Death  Benefit",Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF NOT CURRENT,Y IF > 10 YEARS SINCE DIAGNOSIS AND TREATMENT,,NA,NA,"WITHIN 2 YEARS - MODIFIED,; AFTER 10 YEARS - PREFERRED",,NA,2 – 5 years  -Indiv. Consideration,NA,Y IF > 4 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Decline,Decline,Decline,Decline,NA,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,NA,,NA,NA,NA,NA,NA,NA,,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,,,Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,,,,,,,,,,,,,,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT
Cardiomyopothy (Heart Muscle Disease),Y,"SimpliNow Legacy
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,Decline,Decline,ROP,"TREATMENT WITHIN 1 YEAR IS MODIFIED. 12-24 MONTHS IS
STANDARD. OVER 2 YEARS IS LEVEL",Decline,"If treated within 2 years, Graded
","If treated within 1 year, Modified. If treated between 1 and 2 years ago, Standard
",Decline,Standard,Elite,NA,NA,NA,Decline,Decline,Decline,Decline,Decline,"If treated within 2 years, Guaranteed Issue
",Graded,"If treated within 2 years, Graded
",Decline,"If treated within 2 years, Modified
",Modified,Decline,"If treated within 2 years, Graded
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,Decline,Decline,Decline,Decline,NA,Y IF > 18 MONTHS SINCE DIAGNOSIS AND TREATMENT,Y IF > 18 MONTHS SINCE DIAGNOSIS AND TREATMENT,"If diagnosed within 2 years, Graded. If diagnosed between 2 and 10 years ago, Standard
","If treated within 2 years, Decline
","If treated within 2 years, Modified
","If treated within 5 years, Decline
",Y,Decline,Y,Preferred,,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT ,Y IF > 1 YEAR SINCE DIAGNOSIS AND TREATMENT,Y,"If treated within 1 year, Modified. If treated between 1 and 2 years ago, Standard
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT ,Decline,"If treated within 2 years, Modified
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,"If diagnosed within 2 years, Decline
","If treated within 2 years, Modified
",Level,Decline,"If treated within 2 years, Modified
","If treated within 2 years, New Vantage III (Modified)
",Decline,Decline,,,,,Decline,Decline
Cerebral Palsy,Y,"SimpliNow Legacy Max
",Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,ROP,ROP,Graded,N/A,Decline,Level,Decline,"If treated within 2 years, Decline
",Guaranteed,Decline,Decline,Decline,Decline,Preferred,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Decline,"If treated within 3 years, Graded
",Graded,"If treated within 2 years, Graded
",Decline,Level,"If treated within 2 years, Standard (Graded)
",Decline,Level,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Decline,Decline,Decline,Decline,NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Preferred,"If treated within 2 years, Decline
",Preferred,"Platinum Protection
",Decline,Decline,Decline,Decline,,Decline,Decline,Decline,Decline,Decline,"If treated within 2 years, Graded
",Level,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"PrimeTerm to 100
",Level,Level,"If treated within 3 years, Decline
","If treated within 2 years, Modified
","If diagnosed prior to age 25, Decline
",Decline,Decline,,,,,Level,Application and Underwiting Guidelines Do Not Specify
Chronic Pain ,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrhosis of the Liver (Stage A or B),Y,Decline,Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,ROP,ROP,"If treated within 2 years, ROP. If treated between 2 and 3 years ago, Graded
",TREATED WITHIN 2 YEARS MODIFIED/OVER 2 YEARS LEVEL,Decline,Decline,Decline,Decline,Standard,"If treated within 3 years, Advantage Graded
",Y IF > 3 YEARS,Y,Y,Standard,Decline,Y,Y,Decline,"If treated within 2 years, Guaranteed Issue
",Graded,"If treated within 2 years, Graded
","If treated within 2 years, Modified
","If treated within 2 years, Modified
","If treated within 1 year, Modified
","If treated within 3 years, Decline
",Decline,Decline,Decline,Decline,Decline,Decline,Decline,NA,Y IF > 2 YEARS SINCE TREATMENT AND DIAGNOSIS,Y IF > 2 YEARS SINCE TREATMENT AND DIAGNOSIS,"Guaranteed Issue
","If treated within 2 years, Decline
",Decline,"If treated within 5 years, Decline
",Y,Decline,Decline,Standard,,Y IF > 2 YEARS SINCE TREATMENT,Y IF > 2 YEARS SINCE TREATMENT,Y,"If treated within 2 years, Modified
",Y IF > 2 YEARS SINCE TREATMENT,"If treated within 2 years, Graded
",Graded,Y,Y,"PrimeTerm to 100
",Graded,Decline,"If treated within 3 years, Decline
",Decline,"If treated within 5 years, New Vantage II (Graded)
","Graded
",Decline,,,,,Decline,Decline
Cirrhosis of the Liver (Stage C),Y,Decline,Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,ROP,ROP,"If treated within 2 years, ROP. If treated between 2 and 3 years ago, Graded
",TREATED WITHIN 2 YEARS MODIFIED/OVER 2 YEARS LEVEL,Decline,Decline,Decline,Decline,Standard,"If treated within 3 years, Advantage Graded
",Y IF > 3 YEARS,Y,Y,Standard,Decline,Y,Y,Decline,"If treated within 2 years, Guaranteed Issue
",Graded,"If treated within 2 years, Graded
","If treated within 2 years, Modified
","If treated within 2 years, Modified
","If treated within 1 year, Modified
","If treated within 3 years, Decline
",Decline,Decline,Decline,Decline,Decline,Decline,Decline,NA,Y IF > 2 YEARS SINCE TREATMENT AND DIAGNOSIS,Y IF > 2 YEARS SINCE TREATMENT AND DIAGNOSIS,"Guaranteed Issue
","If treated within 2 years, Decline
",Decline,"If treated within 5 years, Decline
",Y,Decline,Decline,Standard,,Y IF > 2 YEARS SINCE TREATMENT,Y IF > 2 YEARS SINCE TREATMENT,Y,"If treated within 2 years, Modified
",Y IF > 2 YEARS SINCE TREATMENT,"If treated within 2 years, Graded
",Decline,Decline,Decline,"PrimeTerm to 100
",Decline,Decline,"If treated within 3 years, Decline
",Decline,"If treated within 5 years, New Vantage II (Graded)
","Graded
",Decline,,,,,Decline,Decline
Colitis Ulcerative Digestive System Disorder,Y,"SimpliNow Legacy Max
",Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y IF > 3 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,ROP,ROP,"If treated within 3 years, Graded
",PREFERRED,Level,Level,"Preferred
",Standard,Standard,Elite,NA,NA,NA,Preferred,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Y IF MILD TO MODERATE,Level,Graded,Level,Preferred,Level,"If treated within 2 years, Standard (Graded)
",Approved,Level,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Decline,Decline,Decline,"Y DEPENDING ON SEVERITY, APS IS REQUIRED",NA,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,Preferred,Level,Preferred,"Platinum Protection
",Y,Decline,Y,Preferred,,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,Preferred,APPLICATION AND UNDERWRITING GUIDE DOES NOT SPECIFY,Level,Level,Application and Underwiting Guidelines Do Not Specify,Application and Underwiting Guidelines Do Not Specify,"PrimeTerm to 100
",Level,Level,Level,Preferred,"New Vantage I (Level)
",Level,Level,,,,,Level,Application and Underwiting Guidelines Do Not Specify
Congestive Heart Failure (CHF),Y,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Eliquis accepted. Assuming no other medical conditions,Decline,Decline,Decline,Decline,Standard,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,"If treated within 2 years, Guaranteed Issue
",Graded,"If treated within 2 years, Graded
",Decline,"If treated within 2 years, Modified
",Modified,Decline,Decline,Decline,Decline,Decline,Decline,Decline,Decline,NA,Decline,Decline,"Guaranteed Issue
","If treated within 2 years, Decline
","If treated within 2 years, Modified
","If treated within 5 years, Decline
",Y IF > 45 YEARS OLD AT DIAGNOSIS ,Decline,Decline,"If younger than 17, Decline
",,Decline,Decline,Decline,Decline,Decline,Decline,"If treated within 2 years, Modified
",Y IF > 2 YEARS SINCE DIAGNOSIS AND TREATMENT,Y,"If diagnosed within 2 years, Decline
","If treated within 2 years, Modified
",Decline,Decline,"If treated within 2 years, Modified
","If treated within 2 years, New Vantage III (Modified). If treated between 2 and 5 years ago, New Vantage II (Graded)
",Decline,Decline,,,,,Decline,Decline
Coronary Artery Disease,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
